cliente_id,valor_total,qtd_compras,genero,faixa_etaria,segmento_preferido,loja_preferida,ranking
312756,42931.9,4,Feminino,55-69 (Boomers),Moda,Reserva,60
135809,42082.13,61,Feminino,25-39 (Millennials),Joalheria,Vivara ,61
115180,42074.96,182,Feminino,40-54 (Gen X),Gastronomia,Cobasi,62
21482,41124.909999999996,14,Masculino,55-69 (Boomers),Moda,Renner,63
226515,41062.090000000004,267,Masculino,40-54 (Gen X),Gastronomia,Feng Cheng,64
127211,40490.09,67,Feminino,40-54 (Gen X),Beleza e Bem-estar,ADCOS,65
18074,40000.12,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,66
298435,40000.0,2,Feminino,40-54 (Gen X),Serviços,CVC,67
133180,39793.619999999995,15,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,68
364894,39600.0,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,69
203908,39491.11,54,Feminino,25-39 (Millennials),Gastronomia,Outback Steakhouse,70
283041,39397.95,12,Feminino,40-54 (Gen X),Moda,Riachuelo,71
446629,39043.93,20,Feminino,40-54 (Gen X),Moda,Padrao Joinville Ltda,72
55902,38114.42,407,Feminino,40-54 (Gen X),Gastronomia,Feng Cheng,73
167902,37864.45,1,Masculino,70+ (Silent),Serviços,CVC,74
196582,37800.06,1,Feminino,40-54 (Gen X),Serviços,CVC,75
192120,37494.159999999996,6,Masculino,40-54 (Gen X),Joalheria,Kib´s,76
215690,37468.06,19,Feminino,40-54 (Gen X),Moda,Renner,77
215470,37373.69,15,Masculino,55-69 (Boomers),Beleza e Bem-estar,La Mandinne,78
391515,37091.2,22,Feminino,70+ (Silent),Moda,ADCOS,79
19666,37023.68,58,Feminino,25-39 (Millennials),Gastronomia,Renner,80
134100,37012.5,52,Feminino,55-69 (Boomers),Gastronomia,Dona Torta,81
186311,36896.8,10,Feminino,55-69 (Boomers),Moda,Le Lis Blanc,82
170705,36687.240000000005,12,Feminino,55-69 (Boomers),Moda,Le Lis Blanc,83
165497,36185.409999999996,28,Feminino,40-54 (Gen X),Joalheria,Vivara ,84
148889,35997.56,61,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,85
131962,35950.72,135,Feminino,40-54 (Gen X),Gastronomia,Renner,86
189292,35852.98,44,Masculino,25-39 (Millennials),Gastronomia,Superlegal,87
60968,35755.5,392,Masculino,25-39 (Millennials),Gastronomia,Cobasi,88
192128,35661.79,7,Masculino,40-54 (Gen X),Moda,Adidas,89
220993,35107.38,65,Feminino,40-54 (Gen X),Moda,McDonald's,90
246504,35103.36,5,Masculino,40-54 (Gen X),Moda,Brooksfield,91
179000,35029.02,8,Feminino,40-54 (Gen X),Beleza e Bem-estar,Natura,92
461640,34711.24,1,Masculino,70+ (Silent),Serviços,CVC,93
323406,34227.48,17,Masculino,40-54 (Gen X),Gastronomia,Dona Torta,94
219084,34118.11,13,Masculino,25-39 (Millennials),Moda,Café Cultura,95
114493,34116.32,149,Feminino,25-39 (Millennials),Gastronomia,C&A,96
131542,34084.74,246,Feminino,40-54 (Gen X),Gastronomia,Dona Torta,97
126711,34016.270000000004,21,Feminino,40-54 (Gen X),Moda,Renner,98
350597,33636.21,9,Masculino,40-54 (Gen X),Joalheria,Vivara ,99
118859,33571.26,22,Feminino,70+ (Silent),Moda,Le Lis Blanc,100
323141,33561.85,24,Masculino,40-54 (Gen X),Moda,Padrao Joinville Ltda,101
25971,33250.27,54,Feminino,40-54 (Gen X),Gastronomia,Cacau Show,102
125049,33156.11,166,Masculino,55-69 (Boomers),Gastronomia,Levi's,103
134776,33000.0,1,Masculino,25-39 (Millennials),Joalheria,Bergerson,104
214934,32987.840000000004,14,Masculino,40-54 (Gen X),Moda,Garten Shopping - Estacionamento,105
431666,32812.78,330,Masculino,25-39 (Millennials),Gastronomia,CANTINA MATTERELLO RESTAURANTE E PASTELARIA,106
130239,32723.98,217,Feminino,55-69 (Boomers),Gastronomia,Granado Phamácias,107
246802,32418.4,1,Masculino,40-54 (Gen X),Moda,Brooksfield,108
146673,32404.05,87,Feminino,40-54 (Gen X),Gastronomia,Kopenhagen,109
96670,31967.54,89,Feminino,40-54 (Gen X),Gastronomia,ADCOS,110
84070,31786.6,3,Masculino,25-39 (Millennials),Joalheria,Bergerson,111
217285,31604.579999999998,13,Masculino,25-39 (Millennials),Moda,Bergerson,112
440845,31544.8,1,Masculino,70+ (Silent),Serviços,CVC,113
61199,31506.170000000002,300,Feminino,25-39 (Millennials),Gastronomia,Outback Steakhouse,114
126812,30987.22,183,Feminino,55-69 (Boomers),Moda,Renner,115
4362,30945.23,72,Masculino,25-39 (Millennials),Serviços,Garten Shopping - Estacionamento,116
136922,30886.01,89,Feminino,40-54 (Gen X),Moda,Track&Field,117
328368,30826.84,19,Masculino,40-54 (Gen X),Livrarias,Livrarias Curitiba,118
118663,30699.37,123,Masculino,40-54 (Gen X),Gastronomia,Dona Torta,119
225395,30671.1,5,Masculino,55-69 (Boomers),Gastronomia,CVC,120
194492,30565.41,38,Feminino,40-54 (Gen X),Moda,Brooksfield,121
201870,30403.23,16,Feminino,40-54 (Gen X),Moda,Avatim Cheiros Da Terra,122
365112,30257.0,5,Feminino,25-39 (Millennials),Joalheria,Vivara ,123
86214,30219.13,93,Feminino,40-54 (Gen X),Moda,Riachuelo,124
213950,30196.149999999998,39,Masculino,25-39 (Millennials),Moda,Havan,125
450601,30132.09,9,Masculino,25-39 (Millennials),Beleza e Bem-estar,Idéli Oui,126
84056,30010.91,171,Masculino,40-54 (Gen X),Gastronomia,Feng Cheng,127
166845,29972.86,7,Masculino,55-69 (Boomers),Joalheria,Vivara ,128
124153,29801.98,54,Masculino,40-54 (Gen X),Moda,Makenji,129
299259,29800.0,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,130
275692,29774.3,7,Feminino,40-54 (Gen X),Calçados,Bergerson,131
171688,29308.32,160,Masculino,40-54 (Gen X),Gastronomia,Kalunga,132
123591,29289.91,21,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,133
156758,29256.75,19,Feminino,55-69 (Boomers),Farmácias,Granado Phamácias,134
126538,29185.02,214,Feminino,40-54 (Gen X),Moda,Renner,135
157832,29099.0,86,Feminino,25-39 (Millennials),Moda,Renner,136
139821,29069.920000000002,171,Feminino,40-54 (Gen X),Gastronomia,Feng Cheng,137
158065,29061.69,7,Masculino,40-54 (Gen X),Gastronomia,Bergerson,138
132283,29037.82,38,Feminino,40-54 (Gen X),Gastronomia,Le Lis Blanc,139
118035,29000.74,90,Feminino,40-54 (Gen X),Moda,Kalunga,140
247235,28816.46,11,Feminino,16-24 (Gen Z),Moda,Brooksfield,141
129067,28776.34,49,Feminino,40-54 (Gen X),Moda,Kopenhagen,142
454598,28661.24,1,Masculino,40-54 (Gen X),Serviços,CVC,143
333135,28580.0,3,Masculino,55-69 (Boomers),Joalheria,Bergerson,144
57653,28577.56,181,Feminino,40-54 (Gen X),Moda,Renner,145
374259,28543.059999999998,7,Masculino,55-69 (Boomers),Gastronomia,Café Cultura,146
118670,28385.28,98,Feminino,40-54 (Gen X),Gastronomia,Makenji,147
61660,28187.53,197,Masculino,40-54 (Gen X),Gastronomia,Dona Torta,148
222781,28113.68,60,Masculino,55-69 (Boomers),Moda,Vivara ,149
220875,27972.29,47,Feminino,40-54 (Gen X),Gastronomia,McDonald's,150
127402,27910.0,154,Feminino,40-54 (Gen X),Moda,Panvel Farmácias,151
321841,27881.88,12,Feminino,40-54 (Gen X),Moda,Brooksfield,152
333130,27611.43,44,Feminino,40-54 (Gen X),Moda,Renner,153
176503,27585.23,36,Feminino,40-54 (Gen X),Moda,Livrarias Curitiba,154
134081,27578.7,2,Masculino,25-39 (Millennials),Joalheria,Aramis Menswear,155
157357,27556.28,2,Masculino,70+ (Silent),Joalheria,Bergerson,156
166934,27527.760000000002,43,Masculino,40-54 (Gen X),Moda,Arezzo,157
214510,27425.13,223,Feminino,40-54 (Gen X),Gastronomia,Panvel Farmácias,158
224309,27232.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara ,159
117530,27204.83,86,Feminino,25-39 (Millennials),Moda,Renner,160
14691,27153.28,254,Feminino,25-39 (Millennials),Moda,C&A,161
117758,27083.809999999998,82,Feminino,40-54 (Gen X),Gastronomia,Dona Torta,162
199108,27016.68,22,Feminino,25-39 (Millennials),Calçados,Idéli Oui,163
118963,27013.68,47,Feminino,16-24 (Gen Z),Moda,Renner,164
151683,26947.37,134,Masculino,25-39 (Millennials),Gastronomia,Mini Kalzone,165
113354,26826.93,55,Feminino,40-54 (Gen X),Moda,Damyller,166
189519,26810.02,32,Feminino,55-69 (Boomers),Moda,Riachuelo,167
403364,26804.87,17,Feminino,40-54 (Gen X),Gastronomia,Bibi Calçados,168
218933,26757.350000000002,21,Masculino,40-54 (Gen X),Gastronomia,Outback Steakhouse,169
136538,26748.33,39,Masculino,25-39 (Millennials),Moda,Garten Shopping - Estacionamento,170
127463,26664.33,219,Feminino,40-54 (Gen X),Gastronomia,Panvel Farmácias,171
292028,26574.100000000002,7,Masculino,40-54 (Gen X),Calçados,Pittol,172
162047,26525.83,40,Feminino,40-54 (Gen X),Infantil,Superlegal,173
60927,26435.39,43,Feminino,25-39 (Millennials),Moda,Livrarias Curitiba,174
260591,26429.88,3,Feminino,40-54 (Gen X),Serviços,CVC,175
116459,26415.68,64,Feminino,40-54 (Gen X),Moda,Hering,176
70508,26403.19,70,Feminino,40-54 (Gen X),Moda,Brooksfield,177
311667,26348.06,9,Feminino,40-54 (Gen X),Moda,Padrao Joinville Ltda,178
241810,26214.82,12,Masculino,40-54 (Gen X),Moda,Brooksfield,179
55929,26200.37,60,Feminino,40-54 (Gen X),Moda,Riachuelo,180
224894,26159.7,5,Masculino,40-54 (Gen X),Joalheria,Life Vivara,181
279315,26065.25,3,Masculino,40-54 (Gen X),Eletrônicos,Nxt,182
101001,26061.62,14,Masculino,40-54 (Gen X),Moda,Calvin Klein,183
323385,26000.0,1,Feminino,70+ (Silent),Joalheria,Bergerson,184
124322,25981.210000000003,17,Feminino,40-54 (Gen X),Telefonia,IPLACE MOBILE,185
137784,25957.92,13,Masculino,40-54 (Gen X),Joalheria,Vivara ,186
140935,25729.68,135,Feminino,40-54 (Gen X),Moda,Havan,187
2600,25658.37,78,Feminino,25-39 (Millennials),Gastronomia,Havan,188
127663,25474.51,33,Feminino,40-54 (Gen X),Gastronomia,Livrarias Curitiba,189
429352,25462.95,13,Feminino,40-54 (Gen X),Gastronomia,Bergerson,190
189573,25454.1,3,Masculino,55-69 (Boomers),Joalheria,Vivara ,191
263194,25443.54,10,Masculino,55-69 (Boomers),Presentes e Acessórios,Morana Acessórios,192
269989,25364.039999999997,4,Feminino,40-54 (Gen X),Moda,Renner,193
441744,25322.92,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,194
466158,25286.02,17,Feminino,40-54 (Gen X),Beleza e Bem-estar,Avatim Cheiros Da Terra,195
100795,25283.7,78,Feminino,25-39 (Millennials),Moda,Livrarias Curitiba,196
140008,25155.74,44,Feminino,40-54 (Gen X),Moda,Shoulder,197
222251,25070.1,76,Feminino,55-69 (Boomers),Gastronomia,Dona Torta,198
252179,25021.56,35,Masculino,40-54 (Gen X),Gastronomia,Dona Torta,199
308556,24923.9,2,Masculino,40-54 (Gen X),Calçados,Bergerson,200
191199,24859.8,67,Feminino,25-39 (Millennials),Gastronomia,Madero,201
190305,24808.329999999998,89,Feminino,40-54 (Gen X),Gastronomia,McDonald's,202
484653,24776.42,2,Masculino,40-54 (Gen X),Joalheria,Bergerson,203
119799,24774.94,100,Feminino,40-54 (Gen X),Moda,Renner,204
130173,24731.66,138,Feminino,40-54 (Gen X),Moda,Renner,205
57753,24569.74,215,Feminino,25-39 (Millennials),Gastronomia,Renner,206
115351,24524.17,46,Feminino,55-69 (Boomers),Moda,Le Lis Blanc,207
118998,24513.65,83,Feminino,40-54 (Gen X),Moda,Farm,208
113433,24504.14,67,Feminino,25-39 (Millennials),Moda,Renner,209
380100,24480.15,1,Masculino,25-39 (Millennials),Serviços,CVC,210
3765,24432.39,76,Feminino,40-54 (Gen X),Moda,Renner,211
121810,24232.96,335,Feminino,40-54 (Gen X),Gastronomia,KFC,212
374821,24210.24,4,Masculino,40-54 (Gen X),Moda,Brooksfield,213
269081,24154.769999999997,15,Feminino,40-54 (Gen X),Moda,La Mandinne,214
66590,24147.27,108,Feminino,40-54 (Gen X),Gastronomia,Dona Torta,215
22033,24043.51,123,Feminino,25-39 (Millennials),Moda,Renner,216
137044,23902.38,15,Masculino,40-54 (Gen X),Moda,Idéli Oui,217
126150,23893.15,63,Masculino,25-39 (Millennials),Gastronomia,Dona Torta,218
107852,23814.33,129,Feminino,25-39 (Millennials),Gastronomia,McDonald's,219
385707,23791.78,12,Feminino,40-54 (Gen X),Moda,Padrao Joinville Ltda,220
142937,23736.04,121,Feminino,40-54 (Gen X),Gastronomia,Outback Steakhouse,221
118792,23729.79,59,Feminino,40-54 (Gen X),Moda,Livrarias Curitiba,222
198460,23532.22,3,Masculino,55-69 (Boomers),Calçados,Bibi Calçados,223
153631,23481.5,6,Masculino,40-54 (Gen X),Moda,Padrao Joinville Ltda,224
295470,23368.0,7,Masculino,40-54 (Gen X),Joalheria,Vivara ,225
472019,23344.01,7,Feminino,25-39 (Millennials),Gastronomia,Centauro,226
283116,23324.6,6,Masculino,40-54 (Gen X),Joalheria,Vivara ,227
127632,23239.670000000002,141,Masculino,25-39 (Millennials),Gastronomia,McDonald's,228
186267,23165.9,2,Masculino,25-39 (Millennials),Farmácias,Bergerson,229
114009,23108.33,26,Masculino,40-54 (Gen X),Moda,Superlegal,230
72661,22984.25,96,Feminino,40-54 (Gen X),Moda,Kalunga,231
358333,22933.6,1,Feminino,40-54 (Gen X),Serviços,CVC,232
124771,22922.33,137,Masculino,40-54 (Gen X),Moda,Riachuelo,233
133610,22870.56,172,Feminino,40-54 (Gen X),Gastronomia,Café Cultura,234
302826,22746.25,17,Feminino,40-54 (Gen X),Gastronomia,Trëma,235
139009,22739.45,14,Feminino,40-54 (Gen X),Joalheria,Le Lis Blanc,236
58705,22728.39,83,Feminino,25-39 (Millennials),Moda,Renner,237
113148,22697.53,193,Masculino,55-69 (Boomers),Gastronomia,Dona Torta,238
189073,22692.56,45,Feminino,55-69 (Boomers),Moda,Renner,239
159555,22654.74,95,Feminino,40-54 (Gen X),Moda,Livrarias Curitiba,240
125693,22627.79,61,Feminino,25-39 (Millennials),Moda,Lindt,241
128593,22564.54,9,Masculino,25-39 (Millennials),Moda,C&A,242
242562,22549.579999999998,8,Feminino,25-39 (Millennials),Calçados,CVC,243
139288,22542.940000000002,32,Feminino,55-69 (Boomers),Moda Feminina,Shoulder,244
245750,22539.43,70,Masculino,25-39 (Millennials),Gastronomia,Mamma Mia,245
190841,22514.55,9,Masculino,40-54 (Gen X),Joalheria,Vivara ,246
121791,22448.26,58,Feminino,55-69 (Boomers),Moda,Feng Cheng,247
126693,22434.57,159,Feminino,16-24 (Gen Z),Gastronomia,Kalunga,248
203709,22355.510000000002,6,Feminino,25-39 (Millennials),Joalheria,Brooksfield,249
205710,22324.22,112,Feminino,40-54 (Gen X),Moda,Renner,250
225220,22259.85,18,Feminino,40-54 (Gen X),Calçados,Arezzo,251
144512,22224.35,151,Feminino,25-39 (Millennials),Gastronomia,Cobasi,252
271618,22171.28,6,Masculino,40-54 (Gen X),Joalheria,Bergerson,253
141548,22145.059999999998,51,Feminino,55-69 (Boomers),Gastronomia,Madero,254
116568,22141.9,144,Feminino,25-39 (Millennials),Gastronomia,Cacau Show,255
111876,22120.5,45,Feminino,25-39 (Millennials),Telefonia,Vivo,256
191101,22067.01,27,Feminino,16-24 (Gen Z),Gastronomia,McDonald's,257
167431,22040.010000000002,119,Feminino,40-54 (Gen X),Gastronomia,Café Cultura,258
116917,22031.36,516,Masculino,55-69 (Boomers),Gastronomia,McDonald's,259
155949,21985.27,17,Masculino,40-54 (Gen X),Gastronomia,Madero,260
204791,21961.34,161,Feminino,40-54 (Gen X),Moda,McDonald's,261
307560,21892.2,2,Masculino,70+ (Silent),Serviços,CVC,262
116828,21889.26,53,Feminino,40-54 (Gen X),Moda,Life Vivara,263
316410,21887.0,29,Feminino,25-39 (Millennials),Moda,C&A,264
137385,21874.66,81,Feminino,40-54 (Gen X),Gastronomia,Renner,265
124713,21794.43,283,Feminino,40-54 (Gen X),Gastronomia,Feng Cheng,266
128693,21751.11,18,Feminino,55-69 (Boomers),Beleza e Bem-estar,O Boticário,267
112311,21741.3,73,Feminino,25-39 (Millennials),Moda,Renner,268
75008,21642.93,57,Feminino,40-54 (Gen X),Moda,ADCOS,269
486741,21622.55,10,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,270
395667,21600.0,1,Masculino,55-69 (Boomers),Joalheria,Vivara ,271
16969,21566.7,61,Masculino,40-54 (Gen X),Gastronomia,Mini Kalzone,272
69489,21558.87,81,Feminino,25-39 (Millennials),Moda,Idéli Oui,273
122189,21481.2,261,Masculino,40-54 (Gen X),Gastronomia,McDonald's,274
289740,21472.0,1,Masculino,70+ (Silent),Joalheria,Bergerson,275
264884,21468.49,5,Feminino,55-69 (Boomers),Moda,Le Lis Blanc,276
114156,21468.420000000002,13,Masculino,40-54 (Gen X),Moda,CVC,277
194753,21462.66,5,Masculino,40-54 (Gen X),Moda,Damyller,278
109778,21446.94,60,Feminino,25-39 (Millennials),Moda,Garten Shopping - Estacionamento,279
335738,21437.0,1,Masculino,25-39 (Millennials),Joalheria,Bergerson,280
201865,21372.7,103,Feminino,40-54 (Gen X),Gastronomia,Dona Torta,281
215760,21306.62,67,Feminino,25-39 (Millennials),Moda,Renner,282
189017,21297.3,9,Feminino,40-54 (Gen X),Joalheria,VIRUS 41,283
125660,21292.35,2,Masculino,55-69 (Boomers),Serviços,CVC,284
121409,21259.57,162,Feminino,55-69 (Boomers),Gastronomia,Dona Torta,285
301828,21245.25,32,Feminino,25-39 (Millennials),Moda,Renner,286
200063,21220.77,3,Masculino,40-54 (Gen X),Moda,Bergerson,287
52879,21219.81,49,Feminino,40-54 (Gen X),Gastronomia,Madero,288
20537,21131.57,164,Feminino,40-54 (Gen X),Moda,Renner,289
301049,21127.84,80,Feminino,40-54 (Gen X),Gastronomia,Lindt,290
306467,21123.56,3,Feminino,55-69 (Boomers),Joalheria,Vivara ,291
190425,21117.83,16,Feminino,40-54 (Gen X),Calçados,Granado Phamácias,292
354451,21090.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara ,293
367506,21080.49,24,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,294
128528,21021.25,58,Feminino,40-54 (Gen X),Moda,Livrarias Curitiba,295
199683,21016.46,10,Feminino,25-39 (Millennials),Esportes,Adidas,296
130973,20971.63,46,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,297
38285,20963.87,27,Feminino,25-39 (Millennials),Moda,Damyller,298
214921,20960.440000000002,27,Feminino,25-39 (Millennials),Moda,Riachuelo,299
142149,20945.39,5,Feminino,55-69 (Boomers),Gastronomia,Kopenhagen,300
192254,20912.32,19,Masculino,40-54 (Gen X),Moda,Damyller,301
196318,20909.97,4,Feminino,40-54 (Gen X),Joalheria,Vivara ,302
74639,20867.09,167,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,303
384841,20854.78,5,Masculino,25-39 (Millennials),Moda,Conecta Store,304
391236,20800.920000000002,58,Feminino,40-54 (Gen X),Gastronomia,Garten Shopping - Estacionamento,305
138572,20775.12,73,Feminino,40-54 (Gen X),Moda,Garten Shopping - Estacionamento,306
114956,20753.510000000002,28,Masculino,16-24 (Gen Z),Moda,Levi's,307
142403,20736.43,197,Masculino,40-54 (Gen X),Gastronomia,Kopenhagen,308
20019,20727.27,109,Masculino,25-39 (Millennials),Moda,Beagle,309
142458,20709.23,21,Feminino,55-69 (Boomers),Moda,Padrao Joinville Ltda,310
119848,20709.06,19,Feminino,40-54 (Gen X),Moda,Le Lis Blanc,311
222885,20609.2,2,Masculino,40-54 (Gen X),Esportes,Brooksfield,312
196733,20571.85,25,Feminino,25-39 (Millennials),Calçados,Arezzo,313
57576,20534.69,80,Feminino,25-39 (Millennials),Casa e Decoração,Havan,314
129669,20482.56,67,Feminino,55-69 (Boomers),Gastronomia,Dona Torta,315
140189,20446.03,25,Feminino,25-39 (Millennials),Moda Feminina,Shoulder,316
468869,20445.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara ,317
299024,20408.0,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,318
282254,20402.06,26,Masculino,25-39 (Millennials),Gastronomia,Lindt,319
122567,20381.12,70,Feminino,55-69 (Boomers),Gastronomia,Life Vivara,320
124342,20345.77,28,Feminino,40-54 (Gen X),Moda,Dona Torta,321
140709,20297.54,4,Masculino,40-54 (Gen X),Joalheria,Coliseu,322
42705,20226.09,77,Feminino,25-39 (Millennials),Casa e Decoração,Havan,323
388904,20221.0,3,Masculino,40-54 (Gen X),Joalheria,Coliseu,324
170636,20216.7,3,Masculino,40-54 (Gen X),Joalheria,Bergerson,325
117073,20209.68,185,Masculino,40-54 (Gen X),Gastronomia,McDonald's,326
67129,20153.600000000002,187,Feminino,40-54 (Gen X),Gastronomia,Livrarias Curitiba,327
74486,20109.22,23,Feminino,25-39 (Millennials),Moda,Granado Phamácias,328
375544,20074.3,3,Feminino,25-39 (Millennials),Beleza e Bem-estar,Crocs,329
76509,20031.16,166,Masculino,40-54 (Gen X),Gastronomia,Renner,330
323957,20021.0,2,Feminino,25-39 (Millennials),Serviços,CVC,331
113096,20016.41,101,Feminino,40-54 (Gen X),Gastronomia,Madero,332
125725,20006.69,30,Feminino,55-69 (Boomers),Moda,Brooksfield,333
416447,20000.0,1,Masculino,55-69 (Boomers),Joalheria,Coliseu,334
136006,19987.19,47,Feminino,25-39 (Millennials),Moda,Livrarias Curitiba,335
134770,19969.72,37,Feminino,25-39 (Millennials),Moda,Renner,336
73971,19958.63,238,Feminino,40-54 (Gen X),Gastronomia,Divino Fogão,337
196581,19945.0,3,Masculino,40-54 (Gen X),Joalheria,Vivara ,338
183489,19936.61,76,Feminino,40-54 (Gen X),Moda,Levi's,339
135577,19906.68,25,Masculino,55-69 (Boomers),Moda,Levi's,340
330680,19889.23,35,Feminino,25-39 (Millennials),Moda,Renner,341
150769,19763.66,83,Feminino,40-54 (Gen X),Gastronomia,Centauro,342
157473,19751.0,1,Masculino,40-54 (Gen X),Joalheria,Bergerson,343
179401,19739.57,94,Masculino,16-24 (Gen Z),Moda,Renner,344
271545,19736.13,7,Masculino,40-54 (Gen X),Joalheria,Life Vivara,345
141421,19704.87,61,Feminino,25-39 (Millennials),Gastronomia,Dona Torta,346
219475,19659.51,14,Masculino,40-54 (Gen X),Moda,IPLACE MOBILE,347
166840,19641.12,24,Feminino,40-54 (Gen X),Moda,Track&Field,348
384616,19600.0,2,Masculino,55-69 (Boomers),Eletrônicos,Nxt,349
122155,19570.72,33,Feminino,40-54 (Gen X),Moda Feminina,Garten Shopping - Estacionamento,350
