cliente_id,valor_total,qtd_compras,genero,faixa_etaria,segmento_preferido,loja_preferida,ranking
429676,55648.93,24,Feminino,55-69 (Boomers),Joalheria,Vivara,81
188600,55554.0,76,Feminino,55-69 (Boomers),Moda,Zara,82
188636,55378.49,58,Feminino,25-39 (Millennials),Beleza e Bem-estar,Sephora,83
107298,55368.44,61,Feminino,25-39 (Millennials),Moda,Zara,84
272079,54796.58,21,Feminino,55-69 (Boomers),Gastronomia,Cacau Show,85
148606,54714.26,93,Feminino,40-54 (Gen X),Moda,Lindt,86
117735,54437.79,222,Feminino,40-54 (Gen X),Beleza e Bem-estar,Sephora,87
132774,54246.12,202,Feminino,40-54 (Gen X),Moda,Zara,88
35429,54198.979999999996,15,Masculino,25-39 (Millennials),Moda,Padrão,89
245413,53960.21,92,Feminino,40-54 (Gen X),Moda,Renner,90
148555,53409.14,107,Feminino,40-54 (Gen X),Moda,Zara,91
436883,53209.86,9,Masculino,25-39 (Millennials),Moda,.,92
252797,53076.93,14,Feminino,40-54 (Gen X),Moda,Riachuelo,93
119491,52792.13,81,Feminino,40-54 (Gen X),Moda,Zara,94
194706,52790.56,49,Feminino,40-54 (Gen X),Moda,Cacau Show,95
440055,52547.29,7,Masculino,40-54 (Gen X),Joalheria,Boiko,96
38073,52389.92,331,Masculino,40-54 (Gen X),Gastronomia,Outback Steakhouse,97
110843,52019.270000000004,32,Feminino,55-69 (Boomers),Moda,Zara,98
335624,51970.42,119,Feminino,25-39 (Millennials),Moda,Balneário Shopping - Estacionamento,99
92922,51824.340000000004,334,Feminino,40-54 (Gen X),Gastronomia,ROASTED POTATO E SUCO BAGAÇO,100
199283,51748.18,38,Feminino,55-69 (Boomers),Gastronomia,Bacio di Latte,101
60984,51681.59,155,Feminino,25-39 (Millennials),Gastronomia,Bacio di Latte,102
485906,51435.0,2,Feminino,25-39 (Millennials),Beleza e Bem-estar,Kulkes,103
31973,51382.08,49,Feminino,25-39 (Millennials),Infantil,Superlegal Brinquedos,104
37452,51094.93,75,Feminino,40-54 (Gen X),Moda,Live!,105
263614,50844.4,152,Feminino,40-54 (Gen X),Moda,C&A,106
95458,50799.62,223,Feminino,25-39 (Millennials),Gastronomia,Mini Kalzone,107
310878,50778.6,9,Masculino,40-54 (Gen X),Moda,Padrão,108
113545,50657.37,132,Masculino,55-69 (Boomers),Moda,Tok&Stok,109
110677,50571.22,22,Feminino,40-54 (Gen X),Moda Feminina,Vix Varejo,110
297652,50464.0,1,Feminino,25-39 (Millennials),Joalheria,Vivara,111
123318,50229.060000000005,11,Masculino,40-54 (Gen X),Beleza e Bem-estar,Sephora,112
500160,50109.9,5,Feminino,25-39 (Millennials),Moda,Kulkes,113
360144,49925.1,17,Feminino,40-54 (Gen X),Moda,Lupo,114
139170,49506.560000000005,15,Masculino,40-54 (Gen X),Moda,Hope,115
130611,48917.1,111,Feminino,40-54 (Gen X),Moda,Zara,116
309991,48881.259999999995,22,Feminino,25-39 (Millennials),Moda,Live!,117
154066,48700.13,109,Feminino,40-54 (Gen X),Moda,Zara,118
188813,48570.42,165,Feminino,40-54 (Gen X),Moda,Sephora,119
111832,48570.06,97,Feminino,25-39 (Millennials),Moda,Zara,120
98936,48448.07,61,Feminino,40-54 (Gen X),Moda,Granado,121
91285,48411.1,101,Feminino,40-54 (Gen X),Moda,Zara,122
195740,48369.31,119,Feminino,40-54 (Gen X),Beleza e Bem-estar,Shoulder,123
147713,48207.39,193,Masculino,55-69 (Boomers),Gastronomia,Gamelas & Panella´s,124
287348,48026.67,11,Feminino,55-69 (Boomers),Moda,Hector Albertazzi,125
292500,48006.5,24,Feminino,40-54 (Gen X),Moda,Levi's,126
25250,47912.98,76,Feminino,25-39 (Millennials),Moda,Zara,127
142615,47850.44,25,Feminino,25-39 (Millennials),Beleza e Bem-estar,Track&Field,128
133802,47535.15,188,Feminino,40-54 (Gen X),Moda,C&A,129
295066,47465.94,51,Feminino,25-39 (Millennials),Moda,Zara,130
163289,47425.28,206,Feminino,40-54 (Gen X),Gastronomia,De Ville Gourmet,131
113949,47419.12,118,Feminino,25-39 (Millennials),Moda,Zara,132
157722,47230.93,85,Feminino,40-54 (Gen X),Moda,Shoulder,133
20336,47218.53,93,Feminino,55-69 (Boomers),Moda,Youcom,134
133532,47112.8,44,Masculino,40-54 (Gen X),Moda,L'Occitane En Provence,135
48526,46962.24,57,Masculino,40-54 (Gen X),Gastronomia,Lindt,136
41029,46727.35,306,Masculino,40-54 (Gen X),Gastronomia,Bacio di Latte,137
209547,46363.65,20,Feminino,40-54 (Gen X),Moda,Adidas,138
380484,46296.14,4,Masculino,40-54 (Gen X),Moda,Brooksfield,139
2987,45976.52,88,Feminino,25-39 (Millennials),Moda,Balneário Shopping - Estacionamento,140
72691,45933.89,42,Feminino,40-54 (Gen X),Beleza e Bem-estar,Sephora,141
308227,45882.56,7,Feminino,25-39 (Millennials),Moda,BOSS,142
274739,45720.86,53,Feminino,25-39 (Millennials),Moda,Balneário Shopping - Estacionamento,143
133110,45649.27,43,Feminino,55-69 (Boomers),Infantil,Ri Happy,144
263312,45574.93,31,Feminino,40-54 (Gen X),Moda,Zara,145
21460,45505.71,252,Feminino,55-69 (Boomers),Moda,Zara,146
63661,45244.93,100,Feminino,25-39 (Millennials),Moda,Zara,147
64761,45200.9,36,Feminino,25-39 (Millennials),Moda,Riachuelo,148
134981,45173.12,270,Feminino,25-39 (Millennials),Gastronomia,De Ville Gourmet,149
396586,45048.95,23,Feminino,40-54 (Gen X),Beleza e Bem-estar,Zara,150
72201,44914.28,69,Feminino,25-39 (Millennials),Moda,Zara,151
276254,44813.56,87,Feminino,40-54 (Gen X),Moda,Zara,152
264870,44681.7,45,Feminino,40-54 (Gen X),Moda,BOSS,153
38366,44679.96,84,Masculino,40-54 (Gen X),Moda,.,154
335289,44609.51,16,Feminino,40-54 (Gen X),Moda,Jorge Bischoff,155
168481,44316.69,27,Feminino,40-54 (Gen X),Moda,LE LIS BLANC DEUX,156
121675,43971.1,22,Feminino,40-54 (Gen X),Moda,Schutz,157
189159,43958.14,199,Masculino,25-39 (Millennials),Gastronomia,Livrarias Catarinense,158
4400,43545.51,4,Masculino,25-39 (Millennials),Joalheria,Kulkes,159
160325,43479.590000000004,79,Feminino,40-54 (Gen X),Moda,Sephora,160
216262,43452.03,21,Feminino,25-39 (Millennials),Moda,LE LIS BLANC DEUX,161
45190,43405.06,35,Feminino,40-54 (Gen X),Beleza e Bem-estar,.,162
185572,43317.49,19,Feminino,40-54 (Gen X),Moda,Paris Cosméticos,163
245626,43230.38,46,Masculino,40-54 (Gen X),Esportes,Centauro,164
431394,43187.83,30,Feminino,25-39 (Millennials),Moda,Zara,165
124462,43061.12,101,Feminino,16-24 (Gen Z),Moda,Livrarias Catarinense,166
445418,42899.84,6,Masculino,25-39 (Millennials),Moda,Dolce & Gabbana Do Brasil,167
155632,42797.38,21,Feminino,55-69 (Boomers),Joalheria,Cacau Show,168
108811,42748.770000000004,185,Feminino,40-54 (Gen X),Moda,Livrarias Catarinense,169
139946,42462.78,35,Feminino,25-39 (Millennials),Infantil,Milon,170
270296,42417.85,34,Feminino,40-54 (Gen X),Moda,LE LIS BLANC DEUX,171
288803,42369.18,54,Masculino,16-24 (Gen Z),Beleza e Bem-estar,Bacio di Latte,172
359719,42363.869999999995,21,Feminino,55-69 (Boomers),Moda,Le Lis Blanc,173
112473,42327.3,294,Feminino,40-54 (Gen X),Gastronomia,Lojas Americanas,174
116913,42292.44,117,Feminino,40-54 (Gen X),Moda,Livrarias Catarinense,175
253995,42287.98,11,Feminino,55-69 (Boomers),Moda,Zara,176
189333,42073.51,23,Feminino,55-69 (Boomers),Moda,Dolce & Gabbana Do Brasil,177
220345,42061.21,23,Feminino,40-54 (Gen X),Moda,Renner,178
117122,42048.49,59,Feminino,55-69 (Boomers),Calçados,Jorge Bischoff,179
128760,42018.14,65,Feminino,40-54 (Gen X),Moda,Sephora,180
77473,41890.6,83,Feminino,25-39 (Millennials),Moda,Zara,181
120638,41817.95,147,Feminino,40-54 (Gen X),Beleza e Bem-estar,Sephora,182
57754,41761.48,53,Feminino,70+ (Silent),Moda,Zara,183
280570,41700.55,21,Feminino,40-54 (Gen X),Moda,Centauro,184
138514,41689.87,125,Feminino,40-54 (Gen X),Gastronomia,Balneário Shopping - Estacionamento,185
141723,41620.49,49,Feminino,40-54 (Gen X),Beleza e Bem-estar,Sephora,186
115563,41603.71,96,Feminino,25-39 (Millennials),Moda,Zara,187
53476,41582.270000000004,64,Feminino,40-54 (Gen X),Beleza e Bem-estar,Paris Cosméticos,188
144220,41541.76,114,Feminino,40-54 (Gen X),Moda,Zara,189
37237,41534.6,12,Masculino,40-54 (Gen X),Moda,Coach,190
196596,41392.95,10,Masculino,40-54 (Gen X),Moda,Adidas,191
264251,41380.270000000004,19,Feminino,40-54 (Gen X),Moda,Levi's,192
132790,41367.55,102,Feminino,40-54 (Gen X),Moda,Zara,193
283640,41306.1,19,Feminino,25-39 (Millennials),Moda,Padrão,194
186267,41089.01,8,Masculino,25-39 (Millennials),Joalheria,Monte Carlo Joias,195
362491,40981.24,3,Feminino,40-54 (Gen X),Moda,John John Denim,196
295136,40977.12,36,Feminino,55-69 (Boomers),Infantil,Superlegal Brinquedos,197
125338,40975.44,147,Feminino,25-39 (Millennials),Beleza e Bem-estar,Sephora,198
225710,40959.15,21,Feminino,40-54 (Gen X),Moda,Lacoste,199
125971,40821.32,50,Feminino,40-54 (Gen X),Moda,Zara,200
54206,40529.46,56,Feminino,40-54 (Gen X),Gastronomia,Madero,201
187235,40521.47,49,Masculino,25-39 (Millennials),Moda,Osklen,202
355322,40498.91,66,Feminino,25-39 (Millennials),Moda,Zara,203
123839,40174.69,7,Feminino,55-69 (Boomers),Moda,Arezzo,204
156310,40168.07,28,Feminino,25-39 (Millennials),Gastronomia,Lindt,205
148548,40047.94,166,Feminino,40-54 (Gen X),Moda,Zara,206
273685,40015.64,107,Feminino,40-54 (Gen X),Moda,Zara,207
189158,39943.43,20,Feminino,40-54 (Gen X),Moda,Hector Albertazzi,208
250922,39762.53,9,Feminino,40-54 (Gen X),Moda,Vivara,209
134906,39706.5,62,Feminino,25-39 (Millennials),Moda,Zara,210
166576,39655.41,112,Feminino,40-54 (Gen X),Gastronomia,Paladare Di Italia,211
298313,39538.23,44,Feminino,25-39 (Millennials),Moda,Sephora,212
17176,39467.23,117,Feminino,25-39 (Millennials),Moda,Balneário Shopping - Estacionamento,213
70949,39388.91,108,Feminino,40-54 (Gen X),Moda,Zara,214
262936,39315.93,26,Feminino,40-54 (Gen X),Moda,Zara,215
154434,39247.73,49,Feminino,25-39 (Millennials),Moda Feminina,Vix Varejo,216
240483,39244.57,31,Feminino,40-54 (Gen X),Gastronomia,Life Vivara,217
296928,39227.58,7,Feminino,40-54 (Gen X),Beleza e Bem-estar,Altenburg,218
76263,39167.33,40,Feminino,40-54 (Gen X),Moda,Sephora,219
218115,39148.33,68,Feminino,40-54 (Gen X),Gastronomia,Madero,220
76840,38893.97,23,Feminino,25-39 (Millennials),Infantil,.,221
361701,38891.37,16,Feminino,25-39 (Millennials),Moda,Swarovski,222
145802,38883.04,67,Feminino,40-54 (Gen X),Moda,Live!,223
349423,38868.82,121,Feminino,40-54 (Gen X),Esportes,Paquetá Esportes,224
470220,38763.990000000005,3,Masculino,40-54 (Gen X),Beleza e Bem-estar,Aramis,225
278718,38754.98,77,Feminino,55-69 (Boomers),Moda,Superlegal Brinquedos,226
185515,38721.44,46,Feminino,40-54 (Gen X),Moda,Balneário Shopping - Estacionamento,227
288527,38592.79,17,Feminino,40-54 (Gen X),Moda,BOSS,228
141415,38517.62,24,Feminino,40-54 (Gen X),Moda,Hope,229
271570,38469.49,62,Feminino,55-69 (Boomers),Moda,Zara,230
111880,38468.99,91,Feminino,16-24 (Gen Z),Gastronomia,Livrarias Catarinense,231
285609,38455.93,9,Feminino,70+ (Silent),Moda,Aramis,232
263029,38382.88,33,Feminino,25-39 (Millennials),Moda,Zara,233
334876,38252.77,60,Feminino,40-54 (Gen X),Gastronomia,Casa Bauducco,234
91015,38223.43,53,Feminino,25-39 (Millennials),Moda,Zara,235
435513,38193.67,4,Masculino,25-39 (Millennials),Moda,Dolce & Gabbana,236
386949,38165.8,50,Feminino,40-54 (Gen X),Gastronomia,Zara,237
362802,38128.6,8,Feminino,55-69 (Boomers),Moda,John John Denim,238
176806,38083.43,13,Masculino,25-39 (Millennials),Moda Feminina,Patbo,239
60704,37987.34,278,Feminino,40-54 (Gen X),Gastronomia,Montana Grill,240
102063,37912.34,82,Feminino,40-54 (Gen X),Gastronomia,Zara,241
40111,37894.61,189,Feminino,40-54 (Gen X),Gastronomia,Divino Fogão,242
123231,37885.16,111,Feminino,40-54 (Gen X),Gastronomia,Ri Happy,243
143648,37855.95,30,Feminino,40-54 (Gen X),Moda,Lacoste,244
37937,37753.409999999996,111,Feminino,40-54 (Gen X),Moda,Zara,245
117164,37692.66,8,Masculino,40-54 (Gen X),Joalheria,Vivara,246
272276,37692.38,9,Masculino,40-54 (Gen X),Beleza e Bem-estar,Vivara,247
27431,37599.64,126,Feminino,25-39 (Millennials),Moda,Zara,248
101286,37551.340000000004,79,Feminino,40-54 (Gen X),Moda,Zara,249
171759,37499.27,105,Masculino,40-54 (Gen X),Moda,O Boticário,250
167290,37479.46,21,Feminino,40-54 (Gen X),Casa e Decoração,Camicado,251
103108,37412.38,133,Feminino,16-24 (Gen Z),Moda,Zara,252
256577,37384.399999999994,9,Masculino,55-69 (Boomers),Casa e Decoração,Tok&Stok,253
85188,37359.4,255,Feminino,40-54 (Gen X),Gastronomia,De Ville Gourmet,254
184438,37160.0,4,Masculino,25-39 (Millennials),Moda,BOSS,255
116326,37141.09,46,Feminino,40-54 (Gen X),Moda,Zara,256
41548,37086.7,21,Feminino,25-39 (Millennials),Infantil,Sephora,257
273525,37079.72,39,Feminino,55-69 (Boomers),Moda,Lua Luá,258
141394,37015.82,147,Feminino,40-54 (Gen X),Gastronomia,Madero,259
450727,36999.61,10,Masculino,25-39 (Millennials),Moda,Zara,260
308857,36998.85,53,Feminino,40-54 (Gen X),Gastronomia,Outback Steakhouse,261
191448,36961.72,93,Feminino,40-54 (Gen X),Moda,Superlegal Brinquedos,262
216899,36939.909999999996,54,Feminino,40-54 (Gen X),Serviços,Balneário Shopping - Estacionamento,263
242547,36932.0,13,Masculino,25-39 (Millennials),Moda,Lindt,264
257524,36855.56,17,Masculino,40-54 (Gen X),Moda,Havaianas,265
134230,36814.76,33,Feminino,40-54 (Gen X),Moda,Zara,266
482252,36750.0,1,Masculino,40-54 (Gen X),Joalheria,Vivara,267
198096,36728.54,62,Feminino,25-39 (Millennials),Moda,Zara,268
485141,36689.990000000005,4,Masculino,55-69 (Boomers),Eletrônicos,iPlace Mobile,269
126968,36634.25,129,Feminino,55-69 (Boomers),Gastronomia,Livrarias Catarinense,270
162915,36610.21,67,Feminino,40-54 (Gen X),Moda,Sephora,271
269574,36579.61,127,Feminino,40-54 (Gen X),Gastronomia,Paladare Di Italia,272
142966,36477.95,80,Feminino,40-54 (Gen X),Moda,Zara,273
278533,36314.89,34,Feminino,40-54 (Gen X),Moda,Zara,274
155272,36313.54,55,Feminino,25-39 (Millennials),Moda,MeLinda,275
470893,36293.4,2,Masculino,40-54 (Gen X),Infantil,Kulkes,276
143429,36257.07,67,Feminino,40-54 (Gen X),Gastronomia,Lindt,277
255478,36238.4,55,Feminino,40-54 (Gen X),Moda,Zara,278
434583,36090.59,5,Masculino,40-54 (Gen X),Moda,Padrão,279
285207,36059.99,5,Feminino,55-69 (Boomers),Eletrônicos,iPlace Mobile,280
216621,36033.33,33,Feminino,40-54 (Gen X),Moda,Balneário Shopping - Estacionamento,281
171773,35871.6,64,Feminino,40-54 (Gen X),Moda,Kalunga,282
266141,35611.16,59,Feminino,25-39 (Millennials),Infantil,Balneário Shopping - Estacionamento,283
120898,35565.59,57,Feminino,70+ (Silent),Moda,Richard's,284
186871,35510.31,48,Feminino,25-39 (Millennials),Gastronomia,Tok&Stok,285
375104,35450.31,8,Feminino,55-69 (Boomers),Moda,Arezzo,286
318734,35363.71,6,Masculino,40-54 (Gen X),Joalheria,Life Vivara,287
153980,35212.87,36,Feminino,40-54 (Gen X),Moda,Lua Luá,288
136370,35100.24,31,Feminino,25-39 (Millennials),Beleza e Bem-estar,Sephora,289
309346,35099.45,54,Feminino,55-69 (Boomers),Beleza e Bem-estar,Sephora,290
485997,35096.65,4,Masculino,40-54 (Gen X),Moda,Noha Shoes,291
142858,34976.8,84,Feminino,25-39 (Millennials),Moda,Livrarias Catarinense,292
31226,34943.11,81,Feminino,25-39 (Millennials),Moda,C&A,293
127037,34815.92,139,Feminino,40-54 (Gen X),Moda,Zara,294
1738,34739.86,59,Feminino,55-69 (Boomers),Gastronomia,Lindt,295
138233,34648.229999999996,38,Feminino,40-54 (Gen X),Moda,Track&Field,296
263276,34628.28,31,Feminino,40-54 (Gen X),Moda,Life Vivara,297
199202,34609.68,65,Feminino,40-54 (Gen X),Moda,Renner,298
103762,34603.99,54,Masculino,40-54 (Gen X),Gastronomia,De Ville Gourmet,299
27302,34603.26,88,Feminino,40-54 (Gen X),Gastronomia,Outback Steakhouse,300
144644,34496.8,106,Feminino,40-54 (Gen X),Gastronomia,Livrarias Catarinense,301
61673,34483.09,111,Feminino,40-54 (Gen X),Gastronomia,KFC,302
500467,34479.04,5,Masculino,40-54 (Gen X),Moda,Brooksfield,303
161393,34412.91,16,Feminino,25-39 (Millennials),Moda,Balneário Shopping - Estacionamento,304
138645,34361.84,45,Feminino,40-54 (Gen X),Moda,Sephora,305
160613,34330.86,103,Feminino,25-39 (Millennials),Moda,Zara,306
80234,34306.95,11,Masculino,55-69 (Boomers),Joalheria,Vivara,307
173161,34304.67,52,Feminino,25-39 (Millennials),Moda,Hering Store,308
166781,34282.64,44,Masculino,55-69 (Boomers),Gastronomia,Tok&Stok,309
261222,34269.31,22,Masculino,40-54 (Gen X),Moda,Padrão,310
115457,34257.55,61,Feminino,40-54 (Gen X),Moda,Zara,311
153915,34252.26,62,Masculino,40-54 (Gen X),Moda,Zara,312
246005,34242.6,56,Feminino,40-54 (Gen X),Gastronomia,Bacio di Latte,313
105223,34195.8,10,Feminino,40-54 (Gen X),Moda,Shoulder,314
300125,34143.05,15,Masculino,55-69 (Boomers),Moda,Zara,315
204059,34137.06,204,Feminino,25-39 (Millennials),Gastronomia,Madero,316
368494,34127.0,2,Masculino,25-39 (Millennials),Moda,The North Face,317
301101,34120.92,7,Feminino,40-54 (Gen X),Eletrônicos,iPlace Mobile,318
267558,34100.42,55,Feminino,40-54 (Gen X),Beleza e Bem-estar,Balneário Shopping - Estacionamento,319
480624,34061.7,12,Feminino,40-54 (Gen X),Moda,Reserva,320
284020,34048.99,57,Masculino,40-54 (Gen X),Moda,Zara,321
119113,33988.64,93,Feminino,40-54 (Gen X),Gastronomia,Outback Steakhouse,322
80187,33947.87,95,Feminino,25-39 (Millennials),Moda,Zara,323
355219,33938.11,18,Masculino,40-54 (Gen X),Gastronomia,Lindt,324
395976,33912.74,13,Feminino,25-39 (Millennials),Moda,Sephora,325
289901,33873.09,28,Masculino,40-54 (Gen X),Beleza e Bem-estar,Sephora,326
209208,33838.81,63,Feminino,55-69 (Boomers),Gastronomia,L'Oréal Kerastase  ,327
37043,33827.9,52,Feminino,40-54 (Gen X),Moda,Zara,328
276099,33773.93,28,Feminino,55-69 (Boomers),Moda,Osklen,329
93508,33663.11,46,Feminino,16-24 (Gen Z),Moda,Track&Field,330
30603,33658.729999999996,10,Feminino,55-69 (Boomers),Gastronomia,Swarovski,331
195224,33606.18,49,Feminino,55-69 (Boomers),Moda,Zara,332
216415,33570.0,3,Masculino,40-54 (Gen X),Joalheria,Vivara,333
129048,33517.5,69,Feminino,25-39 (Millennials),Moda,Zara,334
297465,33457.869999999995,41,Feminino,40-54 (Gen X),Gastronomia,Cacau Show,335
108978,33417.18,20,Feminino,55-69 (Boomers),Moda,Audithorium,336
148690,33390.33,34,Feminino,40-54 (Gen X),Moda,Sephora,337
95934,33382.33,86,Feminino,25-39 (Millennials),Moda,C&A,338
272450,33298.68,173,Feminino,40-54 (Gen X),Gastronomia,Montana Grill,339
143184,33253.42,36,Feminino,40-54 (Gen X),Moda,Renner,340
255801,33240.52,28,Feminino,25-39 (Millennials),Moda,Lupo,341
286199,33157.21,29,Feminino,40-54 (Gen X),Moda,Zara,342
135913,33101.6,60,Feminino,55-69 (Boomers),Moda,Renner,343
106758,33055.61,199,Feminino,40-54 (Gen X),Moda,Zara,344
242879,32935.65,23,Feminino,40-54 (Gen X),Moda,Unizushi,345
147503,32925.08,63,Feminino,55-69 (Boomers),Moda,Zara,346
492584,32913.67,5,Feminino,40-54 (Gen X),Calçados,Kulkes,347
42187,32891.52,144,Feminino,25-39 (Millennials),Gastronomia,Outback Steakhouse,348
399059,32887.020000000004,24,Feminino,40-54 (Gen X),Moda,Livrarias Catarinense,349
298901,32882.11,17,Feminino,40-54 (Gen X),Moda,Arezzo,350
159956,32775.22,114,Feminino,40-54 (Gen X),Gastronomia,Camicado,351
203782,32726.37,12,Feminino,55-69 (Boomers),Moda,Richard's,352
242643,32716.32,42,Feminino,40-54 (Gen X),Gastronomia,Clube Melissa,353
290202,32648.760000000002,59,Feminino,40-54 (Gen X),Gastronomia,Balneário Shopping - Estacionamento,354
