cliente_id,valor_total,qtd_compras,genero,faixa_etaria,segmento_preferido,loja_preferida,ranking
246433,17016.18,67,Masculino,40-54 (Gen X),Gastronomia,Atacadão,77
472408,16791.45,1,Masculino,40-54 (Gen X),Serviços,CVC,78
235444,16568.06,6,Feminino,40-54 (Gen X),Eletrodomésticos,Magazine Luiza,79
109239,16565.83,114,Feminino,25-39 (Millennials),Gastronomia,Renner,80
297507,16440.38,51,Masculino,25-39 (Millennials),Supermercado,Atacadão,81
73453,16408.0,260,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,82
189001,16311.53,53,Feminino,25-39 (Millennials),Pets,Cobasi,83
163635,16231.57,241,Feminino,40-54 (Gen X),Gastronomia,Sabor Brasileiro,84
428024,16134.759999999998,11,Masculino,25-39 (Millennials),Calçados,Pittol,85
233554,15834.330000000002,11,Feminino,40-54 (Gen X),Casa e Decoração,Havan,86
185103,15714.28,23,Masculino,55-69 (Boomers),Casa e Decoração,Havan,87
333926,15602.0,1,Feminino,25-39 (Millennials),Serviços,CVC,88
236370,15599.72,51,Feminino,25-39 (Millennials),Gastronomia,Burger King,89
172844,15523.01,135,Feminino,25-39 (Millennials),Gastronomia,Burger King,90
273445,15446.13,4,Masculino,25-39 (Millennials),Joalheria,Vivara,91
135216,15428.73,82,Feminino,25-39 (Millennials),Gastronomia,Havan,92
160815,15335.529999999999,2,Masculino,25-39 (Millennials),Esportes,CVC,93
137871,15254.029999999999,19,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,94
144852,15216.77,8,Masculino,55-69 (Boomers),Telefonia,Motorola,95
411577,15194.32,166,Masculino,40-54 (Gen X),Gastronomia,Idéli.oui,96
293187,15153.24,38,Feminino,40-54 (Gen X),Gastronomia - Sorvetes,Chiquinho Sorvetes,97
370746,15143.96,1,Feminino,40-54 (Gen X),Serviços,CVC,98
309300,15126.7,3,Masculino,25-39 (Millennials),Eletrônicos,Game Mania,99
133142,14976.0,1,Feminino,25-39 (Millennials),Joalheria,Vivara,100
149073,14880.74,13,Feminino,55-69 (Boomers),Casa e Decoração,Havan,101
59068,14850.52,62,Masculino,25-39 (Millennials),Moda,Renner,102
264676,14819.08,2,Feminino,40-54 (Gen X),Serviços,CVC,103
192563,14714.22,100,Feminino,25-39 (Millennials),Supermercado,Atacadão,104
33817,14698.43,123,Masculino,40-54 (Gen X),Gastronomia,Kalunga,105
132615,14682.81,77,Masculino,25-39 (Millennials),Gastronomia,Delícia do Vale,106
501599,14676.0,2,Masculino,25-39 (Millennials),Eletrônicos,Samsung,107
230199,14670.58,74,Feminino,25-39 (Millennials),Moda,Riachuelo,108
140556,14638.64,62,Feminino,40-54 (Gen X),Moda,Atacadão,109
133878,14624.8,23,Masculino,25-39 (Millennials),Gastronomia,Atacadão,110
355455,14540.05,11,Masculino,40-54 (Gen X),Gastronomia,Cobasi,111
49805,14535.7,95,Feminino,40-54 (Gen X),Gastronomia,Kalunga,112
182006,14515.11,35,Feminino,25-39 (Millennials),Casa e Decoração,Havan,113
23761,14496.0,2,Masculino,40-54 (Gen X),Eletrônicos,Samsung,114
193776,14494.82,34,Feminino,25-39 (Millennials),Moda,Renner,115
225779,14488.7,68,Masculino,25-39 (Millennials),Calçados,Pittol,116
284761,14465.04,9,Feminino,25-39 (Millennials),Infantil,Superlegal Brinquedos,117
209405,14437.52,166,Feminino,25-39 (Millennials),Gastronomia,Atacadão,118
116709,14418.07,61,Feminino,40-54 (Gen X),Supermercado,Atacadão,119
22524,14353.25,218,Feminino,40-54 (Gen X),Gastronomia,Mr. Cheff,120
10858,14349.96,80,Feminino,40-54 (Gen X),Moda,Atacadão,121
190090,14310.56,81,Feminino,40-54 (Gen X),Gastronomia,Mc Donalds ,122
124676,14303.86,60,Masculino,25-39 (Millennials),Calçados,Pittol,123
275835,14151.460000000001,16,Feminino,25-39 (Millennials),Supermercado,Atacadão,124
252734,14105.2,46,Feminino,25-39 (Millennials),Supermercado,Atacadão,125
155908,14084.58,4,Masculino,25-39 (Millennials),Telefonia,Vivo,126
385387,13978.0,1,Masculino,55-69 (Boomers),Serviços,CVC,127
385383,13978.0,1,Masculino,40-54 (Gen X),Serviços,CVC,128
82879,13964.95,94,Feminino,25-39 (Millennials),Gastronomia,Lojas Americanas,129
475521,13936.42,2,Masculino,40-54 (Gen X),Infantil,CVC,130
120110,13886.960000000001,41,Feminino,40-54 (Gen X),Moda,Renner,131
168620,13797.09,45,Feminino,40-54 (Gen X),Pets,Cobasi,132
79542,13790.67,61,Feminino,25-39 (Millennials),Moda,Orientali,133
236760,13772.41,164,Feminino,25-39 (Millennials),Supermercado,Atacadão,134
113136,13615.07,128,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,135
248147,13612.599999999999,34,Feminino,25-39 (Millennials),Supermercado,Atacadão,136
25117,13600.79,111,Feminino,25-39 (Millennials),Gastronomia,Havan,137
452028,13518.36,5,Feminino,25-39 (Millennials),Serviços,CVC,138
370962,13469.81,5,Masculino,25-39 (Millennials),Beleza e Bem-estar,Motorola,139
143855,13443.71,59,Feminino,55-69 (Boomers),Beleza e Bem-estar,Avatim,140
137034,13441.73,69,Feminino,25-39 (Millennials),Pets,Cobasi,141
137251,13331.3,7,Masculino,40-54 (Gen X),Gastronomia,Cacau Show,142
333865,13300.0,1,Masculino,40-54 (Gen X),Casa e Decoração,Mannes,143
148228,13285.37,50,Masculino,25-39 (Millennials),Moda,Audithorium,144
152777,13272.73,66,Feminino,25-39 (Millennials),Gastronomia,Cacau Show,145
229512,13224.33,6,Feminino,55-69 (Boomers),Infantil,Toni Toys ,146
151097,13213.19,84,Feminino,40-54 (Gen X),Supermercado,Atacadão,147
332120,13178.6,4,Masculino,40-54 (Gen X),Eletrônicos,Audithorium,148
20623,13073.87,59,Feminino,25-39 (Millennials),Casa e Decoração,Havan,149
236541,13069.529999999999,6,Feminino,40-54 (Gen X),Joalheria,Pandora,150
73371,13057.65,100,Feminino,25-39 (Millennials),Gastronomia,Havan,151
142234,13049.31,69,Feminino,55-69 (Boomers),Moda,Renner,152
53506,13029.41,229,Feminino,25-39 (Millennials),Gastronomia,Mini Kalzone,153
232112,13011.42,87,Feminino,25-39 (Millennials),Moda,Superlegal Brinquedos,154
2487,12958.6,53,Feminino,70+ (Silent),Supermercado,Atacadão,155
120655,12943.43,38,Feminino,40-54 (Gen X),Gastronomia,Lojas Americanas,156
277597,12922.01,34,Masculino,40-54 (Gen X),Presentes e Acessórios,Pittol,157
40827,12921.26,8,Feminino,40-54 (Gen X),Moda,Polo Wear,158
154240,12873.66,45,Feminino,55-69 (Boomers),Casa e Decoração,Havan,159
242062,12852.36,17,Masculino,40-54 (Gen X),Supermercado,Atacadão,160
317936,12813.79,4,Feminino,40-54 (Gen X),Calçados,Casas Bahia,161
228656,12769.27,39,Feminino,25-39 (Millennials),Gastronomia,Burger King,162
271417,12737.0,2,Masculino,55-69 (Boomers),Casa e Decoração,EXCLUSIVA COLCHOES E ESTOFADOS,163
88215,12627.73,74,Feminino,25-39 (Millennials),Gastronomia,Subway,164
117801,12627.25,108,Masculino,40-54 (Gen X),Gastronomia,Feng Cheng,165
456670,12625.65,6,Feminino,55-69 (Boomers),Telefonia,Vivo,166
233412,12596.76,38,Feminino,40-54 (Gen X),Supermercado,Atacadão,167
179507,12553.470000000001,16,Masculino,25-39 (Millennials),Moda,JCanedo,168
423913,12546.18,3,Feminino,25-39 (Millennials),Eletrodomésticos,H'Cel,169
229253,12528.91,23,Feminino,25-39 (Millennials),Gastronomia,Sabor Brasileiro,170
126497,12430.94,126,Feminino,40-54 (Gen X),Gastronomia,Sinhá Benta,171
73952,12357.94,100,Masculino,25-39 (Millennials),Gastronomia,Mc Donalds ,172
90789,12326.19,12,Masculino,40-54 (Gen X),Beleza e Bem-estar,Centauro,173
365688,12278.039999999999,57,Masculino,25-39 (Millennials),Gastronomia,Norte Shopping - Estacionamento,174
236257,12275.86,68,Feminino,40-54 (Gen X),Supermercado,Atacadão,175
2213,12250.74,121,Masculino,25-39 (Millennials),Supermercado,Atacadão,176
106845,12238.189999999999,15,Masculino,25-39 (Millennials),Moda,Havan,177
24596,12211.84,82,Feminino,25-39 (Millennials),Gastronomia,Jah Açaí,178
86317,12180.9,92,Feminino,40-54 (Gen X),Beleza e Bem-estar,Idéli.oui,179
410662,12141.359999999999,11,Feminino,40-54 (Gen X),Supermercado,Atacadão,180
360760,12133.55,1,Masculino,55-69 (Boomers),Serviços,CVC,181
445865,12119.96,15,Feminino,40-54 (Gen X),Gastronomia,Sabor Brasileiro,182
317985,12108.68,28,Masculino,40-54 (Gen X),Supermercado,Atacadão,183
115517,12091.24,74,Masculino,40-54 (Gen X),Gastronomia,Atacadão,184
138745,12077.89,3,Feminino,25-39 (Millennials),Esportes,Centauro,185
91169,12073.88,86,Feminino,40-54 (Gen X),Gastronomia,Atacadão,186
275636,12057.18,44,Masculino,25-39 (Millennials),Calçados,Pittol,187
328115,12028.98,7,Masculino,40-54 (Gen X),Eletrodomésticos,Casas Bahia,188
272,12025.82,109,Feminino,40-54 (Gen X),Calçados,Pittol,189
309148,11997.0,1,Feminino,25-39 (Millennials),Eletrodomésticos,Magazine Luiza,190
448630,11994.82,59,Masculino,55-69 (Boomers),Eletrônicos,H'Cel,191
282915,11994.33,1,Masculino,25-39 (Millennials),Serviços,CVC,192
227105,11956.2,104,Feminino,55-69 (Boomers),Gastronomia,Zamban Grill,193
453960,11937.49,1,Feminino,16-24 (Gen Z),Serviços,CVC,194
357613,11936.53,13,Masculino,25-39 (Millennials),Infantil,Superlegal Brinquedos,195
196830,11918.56,150,Feminino,55-69 (Boomers),Gastronomia,Norte Shopping - Estacionamento,196
262016,11797.98,4,Masculino,40-54 (Gen X),Eletrônicos,Samsung,197
220238,11775.99,4,Masculino,40-54 (Gen X),Eletrônicos,Samsung,198
199544,11762.87,101,Feminino,40-54 (Gen X),Gastronomia,Renner,199
222375,11729.28,36,Masculino,40-54 (Gen X),Supermercado,Atacadão,200
53219,11717.38,90,Feminino,25-39 (Millennials),Moda,Renner,201
303086,11712.07,35,Feminino,16-24 (Gen Z),Casa e Decoração,Havan,202
359918,11686.24,9,Masculino,25-39 (Millennials),Gastronomia,Vivara,203
77298,11639.21,185,Feminino,25-39 (Millennials),Gastronomia,Atacadão,204
127170,11614.77,7,Feminino,25-39 (Millennials),Casa e Decoração,Havan,205
202299,11614.02,26,Feminino,25-39 (Millennials),Supermercado,Atacadão,206
272128,11588.18,3,Masculino,40-54 (Gen X),Serviços,CVC,207
198012,11568.66,5,Masculino,40-54 (Gen X),Eletrodomésticos,Casas Bahia,208
407324,11565.46,155,Feminino,40-54 (Gen X),Supermercado,Atacadão,209
426418,11562.029999999999,5,Masculino,25-39 (Millennials),Infantil,Centauro,210
220578,11541.55,65,Feminino,25-39 (Millennials),Gastronomia,Havan,211
47883,11535.03,144,Feminino,25-39 (Millennials),Gastronomia,Mc Donalds ,212
141226,11479.53,36,Feminino,70+ (Silent),Moda,Havan,213
382402,11447.85,1,Masculino,40-54 (Gen X),Serviços,CVC,214
324933,11440.67,1,Masculino,40-54 (Gen X),Serviços,CVC,215
64237,11431.51,53,Feminino,25-39 (Millennials),Moda,Riachuelo,216
448519,11429.03,1,Masculino,25-39 (Millennials),Telefonia,Vivo,217
451893,11402.8,8,Feminino,40-54 (Gen X),Casa e Decoração,Havan,218
150927,11381.14,26,Feminino,25-39 (Millennials),Supermercado,Atacadão,219
116880,11346.94,95,Feminino,40-54 (Gen X),Gastronomia,Burger King,220
159024,11341.98,4,Masculino,25-39 (Millennials),Eletrônicos,Boiko Joalheiros,221
322969,11327.0,2,Feminino,40-54 (Gen X),Eletrônicos,Samsung,222
422922,11324.560000000001,22,Feminino,16-24 (Gen Z),Eletrodomésticos,Lojas Americanas,223
24735,11284.56,56,Feminino,25-39 (Millennials),Supermercado,Atacadão,224
229824,11251.19,83,Feminino,40-54 (Gen X),Supermercado,Atacadão,225
276375,11200.0,1,Feminino,40-54 (Gen X),Serviços,NXT Eletric,226
477802,11197.0,1,Masculino,40-54 (Gen X),Eletrônicos,Samsung,227
224408,11168.36,22,Feminino,25-39 (Millennials),Beleza e Bem-estar,Casas Bahia,228
245619,11147.55,63,Masculino,40-54 (Gen X),Gastronomia,Mini Kalzone,229
39841,11109.08,99,Feminino,40-54 (Gen X),Gastronomia,Orientali,230
181040,11098.59,197,Feminino,25-39 (Millennials),Gastronomia,Sabor Brasileiro,231
334375,11090.97,2,Feminino,40-54 (Gen X),Gastronomia,NXT Eletric,232
262399,11076.6,35,Feminino,40-54 (Gen X),Supermercado,Atacadão,233
357673,11060.32,19,Feminino,40-54 (Gen X),Moda,Cobasi,234
12376,11048.44,15,Feminino,40-54 (Gen X),Beleza e Bem-estar,Leo Cosméticos,235
38270,11047.42,56,Feminino,40-54 (Gen X),Gastronomia,Atacadão,236
224070,11047.26,27,Masculino,40-54 (Gen X),Moda,Divino Fogão,237
167679,11018.87,64,Feminino,25-39 (Millennials),Gastronomia,Atacadão,238
188339,11018.2,3,Masculino,40-54 (Gen X),Eletrônicos,Game Mania,239
324955,10990.0,1,Feminino,40-54 (Gen X),Serviços,NXT Eletric,240
293597,10990.0,1,Masculino,25-39 (Millennials),Serviços,NXT Eletric,241
349587,10961.88,2,Masculino,25-39 (Millennials),Beleza e Bem-estar,Idéli.oui,242
130425,10960.99,81,Masculino,40-54 (Gen X),Calçados,Pittol,243
108662,10956.0,81,Feminino,40-54 (Gen X),Gastronomia,Mini Kalzone,244
153152,10935.67,49,Feminino,25-39 (Millennials),Eletrodomésticos,Lojas Americanas,245
133079,10916.35,62,Feminino,40-54 (Gen X),Gastronomia,Atacadão,246
56325,10915.38,260,Feminino,40-54 (Gen X),Gastronomia,Cobasi,247
24047,10915.32,37,Masculino,25-39 (Millennials),Gastronomia,Atacadão,248
118707,10913.55,49,Feminino,40-54 (Gen X),Casa e Decoração,Havan,249
124178,10904.92,71,Feminino,25-39 (Millennials),Moda,Havan,250
365610,10898.0,1,Masculino,25-39 (Millennials),Eletrônicos,Samsung,251
218740,10888.0,1,Masculino,40-54 (Gen X),Eletrônicos,Samsung,252
254697,10860.78,129,Feminino,40-54 (Gen X),Eletrodomésticos,Lojas Americanas,253
188931,10858.26,1,Masculino,55-69 (Boomers),Serviços,CVC,254
93747,10841.4,58,Feminino,40-54 (Gen X),Beleza e Bem-estar,Atacadão,255
148648,10840.18,31,Feminino,55-69 (Boomers),Supermercado,Atacadão,256
183072,10808.58,19,Feminino,40-54 (Gen X),Moda,Cobasi,257
433002,10801.89,24,Feminino,40-54 (Gen X),Eletrônicos,H'Cel,258
371072,10800.0,1,Masculino,40-54 (Gen X),Eletrodomésticos,Casas Bahia,259
388651,10790.0,1,Feminino,25-39 (Millennials),Serviços,NXT Eletric,260
388618,10790.0,1,Masculino,40-54 (Gen X),Serviços,NXT Eletric,261
388611,10790.0,1,Masculino,40-54 (Gen X),Serviços,NXT Eletric,262
388639,10790.0,1,Feminino,40-54 (Gen X),Serviços,NXT Eletric,263
388671,10790.0,1,Masculino,25-39 (Millennials),Serviços,NXT Eletric,264
388670,10790.0,1,Masculino,40-54 (Gen X),Serviços,NXT Eletric,265
388679,10790.0,1,Masculino,55-69 (Boomers),Serviços,NXT Eletric,266
258369,10787.51,3,Feminino,25-39 (Millennials),Casa e Decoração,CVC,267
72080,10745.26,49,Masculino,25-39 (Millennials),Supermercado,Atacadão,268
209799,10660.81,47,Feminino,40-54 (Gen X),Gastronomia,Atacadão,269
212977,10660.62,58,Masculino,40-54 (Gen X),Pets,Cobasi,270
147100,10658.36,113,Masculino,40-54 (Gen X),Supermercado,Atacadão,271
216926,10638.0,1,Feminino,40-54 (Gen X),Eletrônicos,Samsung,272
266,10636.3,90,Feminino,16-24 (Gen Z),Livrarias,Livrarias Catarinense,273
296165,10612.26,15,Feminino,40-54 (Gen X),Moda,Riachuelo,274
389303,10600.0,1,Masculino,70+ (Silent),Serviços,NXT Eletric,275
388615,10590.0,1,Masculino,55-69 (Boomers),Serviços,NXT Eletric,276
389300,10590.0,1,Masculino,70+ (Silent),Serviços,NXT Eletric,277
388676,10590.0,1,Masculino,55-69 (Boomers),Serviços,NXT Eletric,278
217101,10588.56,83,Feminino,25-39 (Millennials),Calçados,Pittol,279
502099,10554.98,5,Feminino,55-69 (Boomers),Eletrônicos,Samsung,280
253318,10553.78,32,Feminino,40-54 (Gen X),Beleza e Bem-estar,O Boticário,281
770,10532.85,63,Masculino,40-54 (Gen X),Casa e Decoração,Havan,282
61746,10531.07,42,Feminino,25-39 (Millennials),Eletrodomésticos,Lojas Americanas,283
437338,10515.68,20,Masculino,40-54 (Gen X),Livrarias,Livrarias Catarinense,284
279706,10512.67,17,Feminino,40-54 (Gen X),Moda,Renner,285
189441,10463.53,13,Masculino,40-54 (Gen X),Gastronomia,Kfc,286
215072,10434.14,25,Masculino,40-54 (Gen X),Moda,Centauro,287
139309,10426.99,13,Feminino,40-54 (Gen X),Moda,Renner,288
389310,10400.0,1,Masculino,55-69 (Boomers),Serviços,NXT Eletric,289
136191,10382.03,8,Masculino,40-54 (Gen X),Moda,JCanedo,290
175751,10381.53,46,Feminino,25-39 (Millennials),Calçados,Pittol,291
25795,10370.72,56,Feminino,55-69 (Boomers),Gastronomia,Atacadão,292
100820,10359.87,119,Feminino,40-54 (Gen X),Eletrodomésticos,Lojas Americanas,293
277463,10358.96,1,Masculino,25-39 (Millennials),Serviços,CVC,294
389305,10358.15,1,Masculino,25-39 (Millennials),Serviços,CVC,295
261825,10349.99,2,Masculino,25-39 (Millennials),Calçados,NXT Eletric,296
307569,10346.039999999999,5,Feminino,40-54 (Gen X),Casa e Decoração,Estacionamento Norte Shopping,297
228604,10309.5,20,Masculino,40-54 (Gen X),Supermercado,Atacadão,298
147976,10307.06,95,Feminino,40-54 (Gen X),Moda,Norte Shopping - Estacionamento,299
230637,10303.68,48,Masculino,25-39 (Millennials),Gastronomia,Mc Donalds ,300
248605,10300.0,1,Masculino,16-24 (Gen Z),Serviços,NXT Eletric,301
239321,10285.1,97,Feminino,25-39 (Millennials),Supermercado,Atacadão,302
283521,10247.07,30,Feminino,40-54 (Gen X),Moda,Renner,303
132330,10243.07,93,Feminino,25-39 (Millennials),Eletrodomésticos,Atacadão,304
381676,10240.99,2,Masculino,40-54 (Gen X),Calçados,NXT Eletric,305
333664,10206.31,6,Feminino,16-24 (Gen Z),Eletrodomésticos,Lojas Americanas,306
219704,10192.04,16,Masculino,40-54 (Gen X),Moda,Idéli.oui,307
135372,10186.73,68,Masculino,55-69 (Boomers),Supermercado,Atacadão,308
220078,10177.68,1,Masculino,40-54 (Gen X),Casa e Decoração,EXCLUSIVA COLCHOES E ESTOFADOS,309
432195,10174.54,3,Masculino,40-54 (Gen X),Eletrodomésticos,Magazine Luiza,310
230421,10164.59,25,Masculino,25-39 (Millennials),Casa e Decoração,Havan,311
226217,10155.69,98,Masculino,25-39 (Millennials),Gastronomia,Cobasi,312
313502,10152.53,52,Feminino,55-69 (Boomers),Gastronomia,Sabor Brasileiro,313
3828,10149.96,78,Feminino,25-39 (Millennials),Gastronomia,Havan,314
262110,10125.0,2,Feminino,25-39 (Millennials),Eletrônicos,Samsung,315
28788,10105.18,24,Feminino,25-39 (Millennials),Moda,Riachuelo,316
182752,10098.0,1,Masculino,70+ (Silent),Eletrônicos,Samsung,317
266990,10042.0,2,Masculino,40-54 (Gen X),Eletrônicos,Samsung,318
56480,10017.11,137,Masculino,25-39 (Millennials),Gastronomia,Mini Kalzone,319
441797,9998.0,1,Masculino,25-39 (Millennials),Eletrodomésticos,Magazine Luiza,320
380929,9998.0,1,Masculino,55-69 (Boomers),Eletrônicos,Samsung,321
388657,9993.12,2,Masculino,16-24 (Gen Z),Serviços,Atacadão,322
388655,9990.0,1,Masculino,55-69 (Boomers),Serviços,NXT Eletric,323
388659,9990.0,1,Feminino,25-39 (Millennials),Serviços,NXT Eletric,324
236309,9987.880000000001,21,Masculino,25-39 (Millennials),Supermercado,Atacadão,325
442613,9981.45,7,Feminino,25-39 (Millennials),Moda,Bkko,326
308629,9960.68,8,Masculino,40-54 (Gen X),Eletrodomésticos,Magazine Luiza,327
228079,9955.27,56,Feminino,55-69 (Boomers),Supermercado,Atacadão,328
353361,9949.36,10,Feminino,55-69 (Boomers),Calçados,Havan,329
352888,9948.76,4,Masculino,40-54 (Gen X),Casa e Decoração,Havan,330
33809,9937.08,59,Feminino,40-54 (Gen X),Gastronomia,Lojas Americanas,331
38701,9909.86,48,Feminino,25-39 (Millennials),Calçados,Pittol,332
116656,9907.75,12,Feminino,40-54 (Gen X),Moda,Estacionamento Norte Shopping,333
115046,9903.369999999999,63,Feminino,25-39 (Millennials),Gastronomia,Atacadão,334
369254,9900.0,1,Feminino,25-39 (Millennials),Serviços,NXT Eletric,335
218825,9897.2,2,Masculino,40-54 (Gen X),Eletrônicos,Lupo,336
360669,9891.880000000001,5,Masculino,40-54 (Gen X),Infantil,Claro,337
212037,9883.71,15,Masculino,25-39 (Millennials),Casa e Decoração,Havan,338
191535,9856.24,29,Feminino,40-54 (Gen X),Supermercado,Atacadão,339
230295,9835.46,10,Feminino,55-69 (Boomers),Supermercado,Atacadão,340
183315,9814.26,22,Feminino,25-39 (Millennials),Gastronomia,Mini Kalzone,341
265982,9804.95,18,Feminino,25-39 (Millennials),Supermercado,Atacadão,342
389345,9800.0,1,Feminino,25-39 (Millennials),Serviços,NXT Eletric,343
485548,9799.0,2,Masculino,40-54 (Gen X),Outros,Brando Bike,344
